iter,lat
4989,6268
4990,5908
4991,5922
4992,5894
4993,5926
4994,5926
4995,5908
4996,5926
4997,6402
4998,1984
4999,5848
5000,6244
5001,5890
5002,5588
5003,6046
5004,6264
5005,5880
5006,6472
5007,5656
5008,5922
5009,5656
5010,5884
5011,5616
5012,6368
5013,5694
5014,5694
5015,5870
5016,5926
5017,5910
5018,5938
5019,7788
5020,5908
5021,7486
5022,5650
5023,5974
5024,6402
5025,5912
5026,5898
5027,5918
5028,2012
5029,6696
5030,5760
5031,6910
5032,5978
5033,6178
5034,5886
5035,5930
5036,5884
5037,5908
5038,7758
5039,5894
5040,5926
5041,6370
5042,5876
5043,5906
5044,6782
5045,5660
5046,6282
5047,5908
5048,5916
5049,5938
5050,2016
5051,6338
5052,5974
5053,6814
5054,6546
5055,5968
5056,6174
5057,6334
5058,5904
5059,6004
5060,5684
5061,6680
5062,5894
5063,5680
5064,5918
5065,6280
5066,5926
5067,5678
5068,6860
5069,5908
5070,5922
5071,2008
5072,8344
5073,5986
5074,5736
5075,6140
5076,6414
5077,6042
5078,7258
5079,5912
5080,6416
5081,1994
5082,6412
5083,6064
5084,7564
5085,6192
5086,6180
5087,6368
5088,5904
5089,5880
5090,6142
5091,5912
5092,5942
5093,5996
5094,5748
5095,5880
5096,5796
5097,5886
5098,5862
5099,2156
5100,6380
5101,7518
5102,6724
5103,7346
5104,6000
5105,6012
5106,5870
5107,6168
5108,5806
5109,5898
5110,5980
5111,5894
5112,5902
5113,5800
5114,5926
5115,6538
5116,5916
5117,6016
5118,5876
5119,6000
5120,1994
5121,6104
5122,5850
5123,6064
5124,5954
5125,2002
5126,6016
5127,5972
5128,6012
5129,6014
5130,5726
5131,5826
5132,6780
5133,6070
5134,5942
5135,6268
5136,6200
5137,5698
5138,5872
5139,5934
5140,7188
5141,7750
5142,27738
5143,5636
5144,6098
5145,6296
5146,5618
5147,5886
5148,5874
5149,5996
5150,5902
5151,5936
5152,30712
5153,5866
5154,5844
5155,5640
5156,5878
5157,5890
5158,5894
5159,7850
5160,5922
5161,5898
5162,6870
5163,5658
5164,6308
5165,5904
5166,5864
5167,5676
5168,5870
5169,5864
5170,5866
5171,5884
5172,6262
5173,5640
5174,5866
5175,6908
5176,5632
5177,5878
5178,5884
5179,6254
5180,5640
5181,5910
5182,5852
5183,5892
5184,5646
5185,7616
5186,5866
5187,6336
5188,5896
5189,6362
5190,5912
5191,5888
5192,5900
5193,6220
5194,5778
5195,5922
5196,5858
5197,5854
5198,5636
5199,5856
5200,5884
5201,5896
5202,5862
5203,5880
5204,6240
5205,5646
5206,6380
5207,5864
5208,5636
5209,5880
5210,5852
5211,5884
5212,5880
5213,7480
5214,5878
5215,7172
5216,7504
5217,5878
5218,5624
5219,5870
5220,6206
5221,5880
5222,5902
5223,5876
5224,5674
5225,5896
5226,6518
5227,5904
5228,5880
5229,5652
5230,6224
5231,5894
5232,5874
5233,5662
5234,6944
5235,5650
5236,5606
5237,5850
5238,8486
5239,5894
5240,6020
5241,1976
5242,5814
5243,6430
5244,6184
5245,6926
5246,5862
5247,5858
5248,5856
5249,5880
5250,6204
5251,5610
5252,6398
5253,5878
5254,5892
5255,6092
5256,5884
5257,6136
5258,5878
5259,6074
5260,5876
5261,5854
5262,5926
5263,5884
5264,6246
5265,5924
5266,5894
5267,6908
5268,5868
5269,5638
5270,5882
5271,5862
5272,6242
5273,5664
5274,5868
5275,5916
5276,6892
5277,5644
5278,5872
5279,5864
5280,6072
5281,5880
5282,6214
5283,5860
5284,5862
5285,2126
5286,5822
5287,6194
5288,5872
5289,6240
5290,5852
5291,5634
5292,5972
5293,5880
5294,6228
5295,5880
5296,5862
5297,6388
5298,5902
5299,7462
5300,5900
5301,5842
5302,5886
5303,6210
5304,5678
5305,1982
5306,5842
5307,6672
5308,6162
5309,6068
5310,5888
5311,5886
5312,5852
5313,5648
5314,7630
5315,5886
5316,6374
5317,5896
5318,2116
5319,7926
5320,6016
5321,6710
5322,5718
5323,6118
5324,6160
5325,5796
5326,5850
5327,5866
5328,5874
5329,5894
5330,2050
5331,6990
5332,6726
5333,7358
5334,5968
5335,7080
5336,5728
5337,6162
5338,6872
5339,5860
5340,7420
5341,5880
5342,6402
5343,5662
5344,5858
5345,5880
5346,5638
5347,6342
5348,5862
5349,5890
5350,5902
5351,6334
5352,5880
5353,5874
5354,7186
5355,1966
5356,6100
5357,6598
5358,5848
5359,7356
5360,5862
5361,5640
5362,5874
5363,5850
5364,5834
5365,5870
5366,5852
5367,5854
5368,5854
5369,6336
5370,5894
5371,5644
5372,5868
5373,5858
5374,5894
5375,6208
5376,5900
5377,5870
5378,6210
5379,5644
5380,5882
5381,5862
5382,6272
5383,5912
5384,5988
5385,5880
5386,5828
5387,5862
5388,5862
5389,5880
5390,5862
5391,5890
5392,7282
5393,5896
5394,5666
5395,5880
5396,5874
5397,5850
5398,7738
5399,5856
5400,6422
5401,5896
5402,2004
5403,7250
5404,7668
5405,5980
5406,5988
5407,6634
5408,6480
5409,5984
5410,5456
5411,6170
5412,6164
5413,5872
5414,5884
5415,1996
5416,6354
5417,6036
5418,5694
5419,6182
5420,7830
5421,5852
5422,5860
5423,5884
5424,5650
5425,5880
5426,1944
5427,6086
5428,6322
5429,6542
5430,5842
5431,5840
5432,5866
5433,5878
5434,5626
5435,5900
5436,7244
5437,5910
5438,6144
5439,5880
5440,5854
5441,6112
5442,5858
5443,5854
5444,5872
5445,5856
5446,6358
5447,5884
5448,7314
5449,5888
5450,5638
5451,5858
5452,7240
5453,5846
5454,6204
5455,5878
5456,5858
5457,5886
5458,6166
5459,5886
5460,6176
5461,5848
5462,6098
5463,5852
5464,5838
5465,5848
5466,5652
5467,7632
5468,5888
5469,5848
5470,5844
5471,7846
5472,5880
5473,5888
5474,5608
5475,7242
5476,5890
5477,5870
5478,6218
5479,5894
5480,7630
5481,5850
5482,5632
5483,7578
5484,5866
5485,5864
5486,6224
5487,5868
5488,5958
5489,5878
5490,5870
5491,5892
5492,6080
5493,5636
5494,6196
5495,5848
5496,5816
5497,5874
5498,7034
5499,5896
5500,5876
5501,5874
5502,5864
5503,6222
5504,5628
5505,5858
5506,5870
5507,5828
5508,5852
5509,5874
5510,5870
5511,5874
5512,6192
5513,5624
5514,5868
5515,5862
5516,6224
5517,5860
5518,6234
5519,5634
5520,2124
5521,11768
5522,1774
5523,9920
5524,1770
5525,5702
5526,9952
5527,1840
5528,5638
5529,5700
5530,6182
5531,6082
5532,5638
5533,6344
5534,5632
5535,5902
5536,6298
5537,5850
5538,5894
5539,5626
5540,5902
5541,5900
5542,7172
5543,5876
5544,5838
5545,5884
5546,5884
5547,5636
5548,5852
5549,5872
5550,5874
5551,6236
5552,5868
5553,7050
5554,5844
5555,7926
5556,5658
5557,5850
5558,5862
5559,5884
5560,5866
5561,5872
5562,5880
5563,6106
5564,5896
5565,6272
5566,5676
5567,5856
5568,6890
5569,5626
5570,5868
5571,5882
5572,6030
5573,5652
5574,5918
5575,5916
5576,5896
5577,6234
5578,5872
5579,5626
5580,5858
5581,6236
5582,5856
5583,5856
5584,5890
5585,5864
5586,5890
5587,6236
5588,5888
5589,6254
5590,5866
5591,6198
5592,5870
5593,5864
5594,5670
5595,6256
5596,5890
5597,5696
5598,5878
5599,5900
5600,5646
5601,5862
5602,5648
5603,5892
5604,5906
5605,6924
5606,5904
5607,5884
5608,5654
5609,5994
5610,5856
5611,7018
5612,6198
5613,5666
5614,6306
5615,5896
5616,5910
5617,7846
5618,1968
5619,7738
5620,5996
5621,6044
5622,6908
5623,5712
5624,3042
5625,5600
5626,6084
5627,5680
5628,5710
5629,6008
5630,6062
5631,6080
5632,6156
5633,1942
5634,119640
5635,5898
5636,6238
5637,6220
5638,5868
5639,5800
5640,6908
5641,5892
5642,6238
5643,6826
5644,6358
5645,2000
5646,6578
5647,5816
5648,5632
5649,6204
5650,5940
5651,6094
5652,7286
5653,6378
5654,5860
5655,6232
5656,5636
5657,5882
5658,5854
5659,6204
5660,5726
5661,5754
5662,2148
5663,6184
5664,6562
5665,5774
5666,5566
5667,6126
5668,5672
5669,8012
5670,5878
5671,5902
5672,5714
5673,5966
5674,5894
5675,5866
5676,5864
5677,5878
5678,5866
5679,5616
5680,6240
5681,5884
5682,5662
5683,6306
5684,5882
5685,5866
5686,5874
5687,5878
5688,5996
5689,5870
5690,5650
5691,6202
5692,5900
5693,5884
5694,5898
5695,5890
5696,6246
5697,5882
5698,5886
5699,5646
5700,5858
5701,6884
5702,5882
5703,5858
5704,6274
5705,5874
5706,5876
5707,5896
5708,5884
5709,6352
5710,5890
5711,6284
5712,5896
5713,5876
5714,5888
5715,5936
5716,5896
5717,6334
5718,5896
5719,6250
5720,5642
5721,6360
5722,5868
5723,7268
5724,5628
5725,6240
5726,5880
5727,5918
5728,5674
5729,5892
5730,5844
5731,6212
5732,5850
5733,5896
5734,5874
5735,6100
5736,5888
5737,6696
5738,5886
5739,5678
5740,5878
5741,6896
5742,1960
5743,5802
5744,6158
5745,6360
5746,5784
5747,6308
5748,5876
5749,5880
5750,6270
5751,5878
5752,6334
5753,1952
5754,5848
5755,5874
5756,6930
5757,6170
5758,6480
5759,5794
5760,6372
5761,7016
5762,5866
5763,6250
5764,5854
5765,1976
5766,10986
5767,1948
5768,10496
5769,1804
5770,6120
5771,5732
5772,5716
5773,10354
5774,1784
5775,10204
5776,1812
5777,5686
5778,6104
5779,5670
5780,6892
5781,6330
5782,6750
5783,6144
5784,6600
5785,5994
5786,5690
5787,6120
5788,7282
5789,6510
5790,5908
5791,5888
5792,7642
5793,5884
5794,6728
5795,5658
5796,5870
5797,7098
5798,5900
5799,5862
5800,7824
5801,5880
5802,5848
5803,6212
5804,5880
5805,5648
5806,6388
5807,5864
5808,5840
5809,6248
5810,5844
5811,5652
5812,6432
5813,5864
5814,5876
5815,6222
5816,5840
5817,5886
5818,7624
5819,5856
5820,6234
5821,5862
5822,5874
5823,5878
5824,5658
5825,5890
5826,7554
5827,5860
5828,5900
5829,5842
5830,5666
5831,6116
5832,5894
5833,5874
5834,5858
5835,6778
5836,5866
5837,6992
5838,5886
5839,5856
5840,5874
5841,7366
5842,5624
5843,5896
5844,5968
5845,6096
5846,5610
5847,6106
5848,5870
5849,5812
5850,5952
5851,2116
5852,10670
5853,1782
5854,5746
5855,5672
5856,11106
5857,1766
5858,6056
5859,5704
5860,10408
5861,1792
5862,5726
5863,9870
5864,1786
5865,11552
5866,1792
5867,5722
5868,5856
5869,5982
5870,6188
5871,8656
5872,5654
5873,5890
5874,5870
5875,5886
5876,5666
5877,5890
5878,5862
5879,5876
5880,6410
5881,5904
5882,5854
5883,5880
5884,6272
5885,5896
5886,5666
5887,5972
5888,5880
5889,1972
5890,5836
5891,6238
5892,5856
5893,6224
5894,5634
5895,5846
5896,5650
5897,5884
5898,6238
5899,5862
5900,7422
5901,5596
5902,5892
5903,5898
5904,5836
5905,5880
5906,6008
5907,5616
5908,5882
5909,5880
5910,5894
5911,5634
5912,6222
5913,5822
5914,5890
5915,5872
5916,5894
5917,6426
5918,5878
5919,5868
5920,5874
5921,5862
5922,5882
5923,5836
5924,5862
5925,7244
5926,5874
5927,5864
5928,5878
5929,6318
5930,5868
5931,6066
5932,5890
5933,5848
5934,6320
5935,5858
5936,5884
5937,5638
5938,6752
5939,5890
5940,6718
5941,5856
5942,5874
5943,6182
5944,5896
5945,5628
5946,6128
5947,5916
5948,6938
5949,5872
5950,5890
5951,6216
5952,5652
5953,5874
5954,5882
5955,5646
5956,5894
5957,5954
5958,5908
5959,5900
5960,5986
5961,5642
5962,5906
5963,6388
5964,5894
5965,5854
5966,5850
5967,5664
5968,5882
5969,6228
5970,5888
5971,5686
5972,6394
5973,5900
5974,5868
5975,5842
5976,7416
5977,5896
5978,6800
5979,5868
5980,5888
5981,6426
5982,5876
5983,5862
5984,5876
5985,6246
5986,5624
5987,5868
5988,6228
5989,5866
5990,5902
5991,5630
5992,7652
5993,5894
5994,5872
5995,5884
5996,5882
5997,5856
5998,5860
5999,5880
6000,5878
6001,5884
6002,5684
6003,5908
6004,5870
6005,5676
6006,5896
6007,5868
6008,6246
6009,5838
6010,5890
6011,6472
6012,5880
6013,7392
6014,5892
6015,5640
6016,5854
6017,5876
6018,5856
6019,7646
6020,5884
6021,5922
6022,6204
6023,5884
6024,5866
6025,5890
6026,5888
6027,6272
6028,5884
6029,6896
6030,5862
6031,5866
6032,5874
6033,5656
6034,5888
6035,6102
6036,5860
6037,5878
6038,5874
6039,6166
6040,5882
6041,3356
6042,5810
6043,6162
6044,6308
6045,5886
6046,5876
6047,5870
6048,5856
6049,5858
6050,6214
6051,5856
6052,6210
6053,5866
6054,5886
6055,6236
6056,5878
6057,6694
6058,5870
6059,5860
6060,5880
6061,5878
6062,6106
6063,5856
6064,5888
6065,6188
6066,5850
6067,5892
6068,6240
6069,5866
6070,5850
6071,5642
6072,5916
6073,5930
6074,5870
6075,5656
6076,5630
6077,5922
6078,5886
6079,6286
6080,5882
6081,5870
6082,5894
6083,5878
6084,5866
6085,5656
6086,6030
6087,5902
6088,6914
6089,5866
6090,5864
6091,5888
6092,6340
6093,5646
6094,5878
6095,38612
6096,5912
6097,7238
6098,3644
6099,7318
6100,6404
6101,7666
6102,6110
6103,6398
6104,5922
6105,5916
6106,7494
6107,5910
6108,5906
6109,6384
6110,5974
6111,6026
6112,5922
6113,6410
6114,5902
6115,5662
6116,2038
6117,6474
6118,7424
6119,5456
6120,5428
6121,5822
6122,5650
6123,5954
6124,6072
6125,6034
6126,5918
6127,5946
6128,6052
6129,5946
6130,5628
6131,6360
6132,5890
6133,6140
6134,5882
6135,5702
6136,5706
6137,5928
6138,5900
6139,5656
6140,6398
6141,5884
6142,6252
6143,6036
6144,1856
6145,6380
6146,5938
6147,5796
6148,7120
6149,6374
6150,6016
6151,5890
6152,5898
6153,5898
6154,5932
6155,5944
6156,6260
6157,5678
6158,6374
6159,5694
6160,5694
6161,6016
6162,5624
6163,5694
6164,6384
6165,5940
6166,5900
6167,5926
6168,5888
6169,5876
6170,2044
6171,6132
6172,6184
6173,6174
6174,6094
6175,5890
6176,5782
6177,5912
6178,5920
6179,6394
6180,5676
6181,5880
6182,5870
6183,6234
6184,5694
6185,5918
6186,5904
6187,5920
6188,5900
6189,6052
6190,5908
6191,1974
6192,7248
6193,9978
6194,1840
6195,11470
6196,1842
6197,5712
6198,6366
6199,6936
6200,6238
6201,5782
6202,5666
6203,7756
6204,5880
6205,5904
6206,6724
6207,5918
6208,2016
6209,6066
6210,5880
6211,6370
6212,6286
6213,5982
6214,5922
6215,5674
6216,6614
6217,6160
6218,5702
6219,5918
6220,6142
6221,5918
6222,5906
6223,5896
6224,6228
6225,5634
6226,7300
6227,5908
6228,5908
6229,5908
6230,5930
6231,6058
6232,5926
6233,5932
6234,5880
6235,5908
6236,2024
6237,6198
6238,6332
6239,6234
6240,6188
6241,6230
6242,5922
6243,6306
6244,5916
6245,5908
6246,5900
6247,5888
6248,5890
6249,5678
6250,5866
6251,2012
6252,5842
6253,6196
6254,5900
6255,5674
6256,1998
6257,7582
6258,5848
6259,5940
6260,9804
6261,6556
6262,1808
6263,5502
6264,10924
6265,1820
6266,6108
6267,6370
6268,6238
6269,6222
6270,6038
6271,5666
6272,5876
6273,5688
6274,5884
6275,6370
6276,5910
6277,5908
6278,6304
6279,5932
6280,5898
6281,7626
6282,5904
6283,7638
6284,5910
6285,5926
6286,5908
6287,5918
6288,5794
6289,5922
6290,5898
6291,5882
6292,5934
6293,5904
6294,5884
6295,7910
6296,5924
6297,5922
6298,6916
6299,5888
6300,7898
6301,5628
6302,7438
6303,5918
6304,5800
6305,7928
6306,5930
6307,5774
6308,6394
6309,5656
6310,6014
6311,6268
6312,5908
6313,1998
6314,6182
6315,5978
6316,6442
6317,5950
6318,5912
6319,5894
6320,7476
6321,5884
6322,6234
6323,5908
6324,5680
6325,6286
6326,5666
6327,5932
6328,5912
6329,5692
6330,5936
6331,6258
6332,5924
6333,5894
6334,5948
6335,5908
6336,6400
6337,5926
6338,5934
6339,6016
6340,6682
6341,5908
6342,5908
6343,1998
6344,10464
6345,1796
6346,5862
6347,6038
6348,6478
6349,5890
6350,6252
6351,5894
6352,5690
6353,7690
6354,5908
6355,5628
6356,5898
6357,5662
6358,5926
6359,7304
6360,5692
6361,7486
6362,1996
6363,6762
6364,10002
6365,1820
6366,10756
6367,1862
6368,5706
6369,5816
6370,5814
6371,6036
6372,6056
6373,5884
6374,5886
6375,5908
6376,5870
6377,6138
6378,5940
6379,5960
6380,6374
6381,5694
6382,6766
6383,5656
6384,7476
6385,5912
6386,5918
6387,6866
6388,5908
6389,6034
6390,5894
6391,6182
6392,5884
6393,6016
6394,5928
6395,5916
6396,5862
6397,5900
6398,2000
6399,6096
6400,6038
6401,7062
6402,5898
6403,6038
6404,6740
6405,5666
6406,5996
6407,5870
6408,5886
6409,5968
6410,7066
6411,1988
6412,6122
6413,6190
6414,5698
6415,5702
6416,6168
6417,5896
6418,6126
6419,5884
6420,5868
6421,6508
6422,6012
6423,5908
6424,5656
6425,6772
6426,5930
6427,5904
6428,6422
6429,5916
6430,5686
6431,7740
6432,2158
6433,6132
6434,6040
6435,8408
6436,5890
6437,5904
6438,6024
6439,5932
6440,5898
6441,2002
6442,6220
6443,6936
6444,5986
6445,7052
6446,7364
6447,5986
6448,6694
6449,8768
6450,5664
6451,6212
6452,7062
6453,6290
6454,5936
6455,5904
6456,6018
6457,1998
6458,6198
6459,6180
6460,6326
6461,7668
6462,5646
6463,8518
6464,5678
6465,5712
6466,2022
6467,6356
6468,7056
6469,5976
6470,6002
6471,5750
6472,5978
6473,6020
6474,6156
6475,6198
6476,6070
6477,7016
6478,5660
6479,5876
6480,5922
6481,5682
6482,5912
6483,6796
6484,5946
6485,6472
6486,5694
6487,2016
6488,8344
6489,5972
6490,5728
6491,6034
6492,6090
6493,6342
6494,5892
6495,2032
6496,9038
6497,35008
6498,1814
6499,9898
6500,1786
6501,10120
6502,1806
6503,5486
6504,5452
6505,5682
6506,28074
6507,2030
6508,6146
6509,5900
6510,5894
6511,5898
6512,5878
6513,7464
6514,5878
6515,5654
6516,6366
6517,5862
6518,5836
6519,5876
6520,5900
6521,6044
6522,5672
6523,5886
6524,6262
6525,5874
6526,5866
6527,5620
6528,5864
6529,6236
6530,5882
6531,5660
6532,5912
6533,6286
6534,5668
6535,5882
6536,7202
6537,5886
6538,5654
6539,5884
6540,5874
6541,5864
6542,2154
6543,6110
6544,7562
6545,7488
6546,5710
6547,5912
6548,5860
6549,5842
6550,6294
6551,5636
6552,5892
6553,5846
6554,5872
6555,7384
6556,5874
6557,5862
6558,5862
6559,6266
6560,5872
6561,6230
6562,5910
6563,5888
6564,5904
6565,5878
6566,5670
6567,5900
6568,5844
6569,5852
6570,6224
6571,5886
6572,5898
6573,7450
6574,5868
6575,6298
6576,5874
6577,6194
6578,5904
6579,5858
6580,5860
6581,6892
6582,5900
6583,5898
6584,5884
6585,7540
6586,5898
6587,6074
6588,5896
6589,5864
6590,6002
6591,5874
6592,5858
6593,7858
6594,5892
6595,5888
6596,6200
6597,5868
6598,6370
6599,5902
6600,5880
6601,5854
6602,6214
6603,5880
6604,6028
6605,5896
6606,6290
6607,5912
6608,5896
6609,5672
6610,5852
6611,6260
6612,5654
6613,7246
6614,6140
6615,6238
6616,5868
6617,7556
6618,5892
6619,5920
6620,5856
6621,5830
6622,5630
6623,6030
6624,5884
6625,5866
6626,5876
6627,5912
6628,6244
6629,5882
6630,6230
6631,1988
6632,5458
6633,5768
6634,5658
6635,6162
6636,5668
6637,5882
6638,6246
6639,5900
6640,6308
6641,5868
6642,5866
6643,5860
6644,6202
6645,5638
6646,5890
6647,5882
6648,6310
6649,5878
6650,5896
6651,5670
6652,5860
6653,5884
6654,5858
6655,5666
6656,5890
6657,7454
6658,5886
6659,6240
6660,1972
6661,5832
6662,6060
6663,7206
6664,6056
6665,6190
6666,5880
6667,5644
6668,5924
6669,6218
6670,5662
6671,6212
6672,5670
6673,5860
6674,8346
6675,5852
6676,5888
6677,6140
6678,5856
6679,5870
6680,5620
6681,5878
6682,5874
6683,6182
6684,5600
6685,5874
6686,5940
6687,5806
6688,5646
6689,5870
6690,5860
6691,5874
6692,5886
6693,5874
6694,6944
6695,5654
6696,5860
6697,5876
6698,5854
6699,5862
6700,6214
6701,5850
6702,5882
6703,5878
6704,5880
6705,5612
6706,5876
6707,5878
6708,5858
6709,5628
6710,5880
6711,7250
6712,5862
6713,7674
6714,5868
6715,5986
6716,5888
6717,5996
6718,5858
6719,5622
6720,5618
6721,5886
6722,5896
6723,5664
6724,7614
6725,5894
6726,5760
6727,5874
6728,5628
6729,7304
6730,5636
6731,6136
6732,5910
6733,6342
6734,5670
6735,6976
6736,5918
6737,5880
6738,5654
6739,7630
6740,5858
6741,6210
6742,5906
6743,5644
6744,5878
6745,5880
6746,5876
6747,5868
6748,7436
6749,5874
6750,6212
6751,5882
6752,5854
6753,5922
6754,5860
6755,5858
6756,5890
6757,5652
6758,6120
6759,5878
6760,6316
6761,5862
6762,5846
6763,6136
6764,5640
6765,5906
6766,6226
6767,5956
6768,5856
6769,5602
6770,5884
6771,5632
6772,5880
6773,5886
6774,7640
6775,5924
6776,3402
6777,6204
6778,5916
6779,6152
6780,6068
6781,5860
6782,5842
6783,5582
6784,5874
6785,6334
6786,5892
6787,5668
6788,5646
6789,5858
6790,5910
6791,5648
6792,5852
6793,7212
6794,5864
6795,6236
6796,5874
6797,5896
6798,6350
6799,5666
6800,6002
6801,5924
6802,5622
6803,6266
6804,5670
6805,5858
6806,5894
6807,5852
6808,5900
6809,5642
6810,5914
6811,5886
6812,5638
6813,5912
6814,6408
6815,5868
6816,5876
6817,6270
6818,5876
6819,6318
6820,5648
6821,6336
6822,5620
6823,5628
6824,5866
6825,5856
6826,6744
6827,5918
6828,5880
6829,6194
6830,5894
6831,5890
6832,7420
6833,5866
6834,5864
6835,6198
6836,5860
6837,6098
6838,5870
6839,7266
6840,5646
6841,6256
6842,5874
6843,5652
6844,5866
6845,6030
6846,5854
6847,6004
6848,5632
6849,5896
6850,5660
6851,5874
6852,7272
6853,5868
6854,5868
6855,5880
6856,7844
6857,5648
6858,5842
6859,5880
6860,6700
6861,5878
6862,5864
6863,6220
6864,5994
6865,1782
6866,6100
6867,5696
6868,5692
6869,5704
6870,6356
6871,5950
6872,5892
6873,5868
6874,5886
6875,6230
6876,5860
6877,5914
6878,5898
6879,5878
6880,5882
6881,5900
6882,5872
6883,5852
6884,5904
6885,6950
6886,5642
6887,5892
6888,6838
6889,5888
6890,5624
6891,5836
6892,5906
6893,5896
6894,5670
6895,5888
6896,5856
6897,6242
6898,5640
6899,5898
6900,5878
6901,6044
6902,5896
6903,5668
6904,2056
6905,6346
6906,5818
6907,5932
6908,6158
6909,5880
6910,7822
6911,5652
6912,5982
6913,5892
6914,5686
6915,5870
6916,5876
6917,5890
6918,5872
6919,5866
6920,7822
6921,5870
6922,5640
6923,5850
6924,5900
6925,6188
6926,5900
6927,5922
6928,6312
6929,5858
6930,5864
6931,6150
6932,5888
6933,6226
6934,5862
6935,5896
6936,6388
6937,5900
6938,5880
6939,5874
6940,5646
6941,5864
6942,6918
6943,5912
6944,6220
6945,5890
6946,5864
6947,5754
6948,5896
6949,6784
6950,5870
6951,6238
6952,5856
6953,7254
6954,5876
6955,5872
6956,6650
6957,5902
6958,5902
6959,5668
6960,5864
6961,5880
6962,5638
6963,5900
6964,2138
6965,11528
6966,2910
6967,5426
6968,5488
6969,10148
6970,1792
6971,10132
6972,1782
6973,10156
6974,1798
6975,5708
6976,6076
6977,6700
6978,5886
6979,5868
6980,5658
6981,5850
6982,5850
6983,6236
6984,5852
6985,5858
6986,5864
6987,6424
6988,5880
6989,7634
6990,5900
6991,6350
6992,5862
6993,5858
6994,6550
6995,5872
6996,7160
6997,5812
6998,6724
6999,5878
7000,5860
7001,6220
7002,5650
7003,5980
7004,5836
7005,6090
7006,5864
7007,5622
7008,6192
7009,5616
7010,5930
7011,7420
7012,5908
7013,5862
7014,6218
7015,5838
7016,5884
7017,5888
7018,5868
7019,5878
7020,6116
7021,6966
7022,5888
7023,6226
7024,5858
7025,5856
7026,5852
7027,6100
7028,5860
7029,5854
7030,6354
7031,5948
7032,5630
7033,6300
7034,5860
7035,6090
7036,5648
7037,5874
7038,6350
7039,5886
7040,5866
7041,5662
7042,5876
7043,6894
7044,5852
7045,5854
7046,5858
7047,6246
7048,5880
7049,5862
7050,5594
7051,5902
7052,5862
7053,5874
7054,6200
7055,5862
7056,5874
7057,6342
7058,7186
7059,5854
7060,5762
7061,5864
7062,6160
7063,5882
7064,2104
7065,5752
7066,6018
7067,5708
7068,10144
7069,1776
7070,11406
7071,1776
7072,5466
7073,10152
7074,1784
7075,10306
7076,1846
7077,5714
7078,5778
7079,7628
7080,5868
7081,5872
7082,7000
7083,5610
7084,7306
7085,5856
7086,5890
7087,5864
7088,5868
7089,6404
7090,5632
7091,7808
7092,5848
7093,5886
7094,5686
7095,5884
7096,5852
7097,5882
7098,8854
7099,5826
7100,5862
7101,6030
7102,5882
7103,5866
7104,6446
7105,5884
7106,6214
7107,5996
7108,7632
7109,5840
7110,5858
7111,6790
7112,5866
7113,6260
7114,5864
7115,5872
7116,5888
7117,5644
7118,6216
7119,5862
7120,8002
7121,5882
7122,5654
7123,5862
7124,5886
7125,6218
7126,5882
7127,6352
7128,5896
7129,5868
7130,5840
7131,5606
7132,6308
7133,5648
7134,6308
7135,5886
7136,5626
7137,6222
7138,5904
7139,6864
7140,5888
7141,5630
7142,6992
7143,5864
7144,5858
7145,5898
7146,5992
7147,5612
7148,5624
7149,5886
7150,5896
7151,5670
7152,5858
7153,6206
7154,5854
7155,5850
7156,6204
7157,5906
7158,5860
7159,5880
7160,6398
7161,5898
7162,5852
7163,5620
7164,7108
7165,5874
7166,6208
7167,5896
7168,5872
7169,5896
7170,6028
7171,2216
7172,6214
7173,5478
7174,5676
7175,5704
7176,5450
7177,5708
7178,5864
7179,11542
7180,1774
7181,10304
7182,1794
7183,5702
7184,5686
7185,10094
7186,1780
7187,11760
7188,1784
7189,10260
7190,1790
7191,5846
7192,6348
7193,5868
7194,5868
7195,5836
7196,5860
7197,5630
7198,6278
7199,5850
7200,5878
7201,5880
7202,5640
7203,5898
7204,5872
7205,5838
7206,6194
7207,5882
7208,5834
7209,5854
7210,5860
7211,6248
7212,5774
7213,5868
7214,5890
7215,7262
7216,5714
7217,6426
7218,5658
7219,6250
7220,5882
7221,5886
7222,5680
7223,6008
7224,5858
7225,6226
7226,5886
7227,7452
7228,5900
7229,5870
7230,5852
7231,5882
7232,5896
7233,6428
7234,5900
7235,7270
7236,5626
7237,5878
7238,5882
7239,5862
7240,5648
7241,5886
7242,5908
7243,5642
7244,7646
7245,5896
7246,6246
7247,5630
7248,5866
7249,5826
7250,5878
7251,7346
7252,5890
7253,6210
7254,5902
7255,6078
7256,5878
7257,5876
7258,6208
7259,5652
7260,6106
7261,5880
7262,7630
7263,5884
7264,1986
7265,7478
7266,5680
7267,5944
7268,6032
7269,5644
7270,6208
7271,5882
7272,6066
7273,5902
7274,5878
7275,5886
7276,5668
7277,6216
7278,5872
7279,5874
7280,2062
7281,6050
7282,5682
7283,5740
7284,5978
7285,6164
7286,6200
7287,5862
7288,6242
7289,5884
7290,5852
7291,5848
7292,6212
7293,5896
7294,5870
7295,6214
7296,5910
7297,6392
7298,5658
7299,6392
7300,5882
7301,6014
7302,5856
7303,5978
7304,5876
7305,1966
7306,6116
7307,7200
7308,6500
7309,5994
7310,6746
7311,7530
7312,5996
7313,5962
7314,5880
7315,6002
7316,5866
7317,5874
7318,5856
7319,6232
7320,5872
