iter,lat
301,5908
302,6248
303,5838
304,5856
305,5840
306,5858
307,7740
308,5858
309,6216
310,5892
311,5884
312,6902
313,5872
314,7254
315,5840
316,5902
317,5882
318,5880
319,5658
320,5916
321,5886
322,5850
323,5670
324,6262
325,5860
326,5870
327,5858
328,6310
329,5868
330,7468
331,5878
332,7464
333,5884
334,5894
335,5870
336,9444
337,5874
338,5626
339,6140
340,5904
341,5884
342,5862
343,5664
344,7424
345,5864
346,5888
347,5880
348,5868
349,6248
350,5664
351,5906
352,5906
353,5640
354,5866
355,5876
356,5842
357,5864
358,5646
359,6100
360,5864
361,5874
362,5884
363,5878
364,5870
365,5862
366,5646
367,6914
368,5636
369,5736
370,5882
371,5884
372,5862
373,5890
374,5852
375,6226
376,5882
377,5894
378,6862
379,5856
380,5900
381,7132
382,5888
383,6374
384,5872
385,8870
386,5876
387,5856
388,5870
389,5878
390,6910
391,5872
392,6258
393,5636
394,5882
395,5894
396,5644
397,5878
398,5876
399,6222
400,5888
401,5650
402,5892
403,6684
404,5912
405,5862
406,5854
407,6214
408,5892
409,5874
410,5876
411,6896
412,5858
413,6958
414,5868
415,5916
416,7672
417,5904
418,6886
419,5860
420,6376
421,5660
422,5878
423,5892
424,6206
425,4686
426,10280
427,1792
428,5666
429,5724
430,10978
431,1816
432,7222
433,7364
434,5724
435,6030
436,5892
437,5886
438,5610
439,6402
440,5866
441,5618
442,129276
443,5870
444,5874
445,5880
446,5858
447,5900
448,5862
449,5650
450,1986
451,5746
452,2292
453,6616
454,6052
455,6134
456,6076
457,6266
458,5910
459,5840
460,5672
461,5860
462,5882
463,1972
464,8340
465,6504
466,5690
467,6192
468,6226
469,5884
470,5818
471,5934
472,1966
473,6356
474,5858
475,5868
476,6068
477,5788
478,5922
479,5822
480,7846
481,5952
482,6198
483,6234
484,5866
485,6878
486,5588
487,5862
488,5860
489,6248
490,5874
491,6244
492,5886
493,5864
494,6314
495,5868
496,5842
497,7282
498,5876
499,5850
500,5884
501,6280
502,5632
503,5866
504,5896
505,5850
506,5634
507,5984
508,5872
509,5868
510,5872
511,5860
512,6422
513,5626
514,6256
515,5886
516,7820
517,5822
518,6368
519,5892
520,5852
521,5666
522,5896
523,6212
524,5870
525,6734
526,5864
527,5840
528,5856
529,5882
530,5982
531,5626
532,5856
533,2154
534,6116
535,7344
536,7366
537,5978
538,5758
539,6166
540,5876
541,5876
542,6196
543,5884
544,7494
545,5882
546,5880
547,5856
548,7236
549,5806
550,5600
551,5870
552,6226
553,5882
554,6218
555,1958
556,6776
557,5198
558,10132
559,1772
560,5682
561,5694
562,6046
563,6062
564,7154
565,7782
566,5732
567,5704
568,6188
569,6052
570,5868
571,6358
572,5632
573,5884
574,6222
575,5900
576,5908
577,5640
578,5888
579,7262
580,5854
581,6934
582,5862
583,7270
584,5646
585,5892
586,7632
587,5900
588,6286
589,5850
590,5902
591,7430
592,5852
593,5894
594,5646
595,5906
596,6234
597,5882
598,5890
599,5644
600,5904
601,5876
602,5636
603,2002
604,7746
605,5990
606,5982
607,38906
608,5804
609,7708
610,2184
611,10552
612,1858
613,5706
614,10358
615,1810
616,11778
617,1820
618,6108
619,6516
620,6192
621,6402
622,5908
623,5694
624,5926
625,6008
626,5674
627,5912
628,6254
629,5912
630,5894
631,5690
632,7736
633,5946
634,5904
635,5792
636,5694
637,6018
638,6400
639,5908
640,5908
641,5800
642,7864
643,5692
644,5922
645,5922
646,6246
647,1832
648,11500
649,1806
650,6098
651,5680
652,5694
653,5430
654,10808
655,1812
656,5656
657,5636
658,6076
659,5922
660,5932
661,5884
662,5902
663,5910
664,7770
665,5930
666,5922
667,5884
668,2024
669,7598
670,5926
671,10156
672,1820
673,5692
674,6024
675,6376
676,5810
677,6048
678,5912
679,6496
680,6154
681,5880
682,5904
683,6164
684,5904
685,6150
686,5922
687,5914
688,6230
689,1824
690,5848
691,7882
692,5912
693,5904
694,7262
695,6048
696,5912
697,5930
698,5660
699,6168
700,5896
701,5902
702,6244
703,5886
704,6896
705,5926
706,5922
707,6310
708,5930
709,5768
710,5900
711,7634
712,5894
713,7200
714,5650
715,5914
716,5898
717,6404
718,5670
719,5908
720,5908
721,5912
722,5914
723,5652
724,5696
725,5908
726,5908
727,5908
728,6016
729,6264
730,5880
731,5992
732,5888
733,5908
734,5908
735,5946
736,5888
737,5904
738,5904
739,2006
740,5610
741,6206
742,5908
743,5908
744,5932
745,5884
746,5648
747,5874
748,2004
749,6332
750,5974
751,6664
752,5986
753,6020
754,6052
755,5932
756,5912
757,7064
758,2162
759,5958
760,7910
761,5242
762,6034
763,6252
764,5796
765,5998
766,6290
767,2002
768,6762
769,5750
770,4892
771,6038
772,6206
773,5974
774,6980
775,2134
776,5768
777,6762
778,5694
779,6058
780,6178
781,5926
782,5910
783,6550
784,5676
785,6266
786,5664
787,5884
788,5974
789,5908
790,6248
791,5644
792,6398
793,5884
794,5908
795,7896
796,5912
797,5910
798,5908
799,5916
800,2012
801,6196
802,5862
803,5706
804,7280
805,6220
806,6072
807,5898
808,5918
809,5898
810,5894
811,6580
812,5906
813,5904
814,2002
815,6374
816,6478
817,5996
818,5674
819,6184
820,6080
821,5908
822,5908
823,5662
824,5904
825,5916
826,5920
827,5908
828,5908
829,5694
830,5982
831,5882
832,5646
833,1998
834,6196
835,6170
836,6016
837,2000
838,6128
839,6206
840,2022
841,8968
842,5724
843,6204
844,6270
845,5656
846,5914
847,5902
848,5914
849,6154
850,5914
851,5912
852,5894
853,2022
854,6192
855,6440
856,5936
857,5972
858,5914
859,5906
860,6022
861,5940
862,5974
863,5674
864,6906
865,5900
866,5866
867,5870
868,2142
869,6360
870,5890
871,6084
872,6866
873,6252
874,5912
875,6138
876,6056
877,2204
878,5964
879,11534
880,6216
881,2936
882,5858
883,6552
884,6262
885,5688
886,6836
887,7114
888,6298
889,5908
890,5904
891,5684
892,5916
893,5900
894,5964
895,6258
896,5862
897,5920
898,5648
899,7298
900,5908
901,5694
902,6366
903,5696
904,6408
905,5656
906,5704
907,6576
908,5898
909,5912
910,7486
911,5666
912,5724
913,6054
914,6264
915,5904
916,5916
917,6010
918,5910
919,5930
920,5912
921,1998
922,6192
923,6678
924,6176
925,6192
926,5908
927,6254
928,5880
929,7840
930,5914
931,6882
932,5890
933,6038
934,5928
935,6034
936,5694
937,5908
938,5908
939,5868
940,2000
941,9208
942,6010
943,6180
944,5680
945,5912
946,6280
947,5694
948,5922
949,6468
950,5890
951,5856
952,5872
953,5920
954,7480
955,5900
956,5934
957,5886
958,5912
959,5894
960,5690
961,5898
962,5620
963,2188
964,7602
965,9748
966,1814
967,5694
968,5698
969,6366
970,5796
971,7354
972,7662
973,6356
974,6034
975,2152
976,5872
977,11632
978,1828
979,10142
980,1828
981,5694
982,11056
983,6266
984,1830
985,10160
986,1834
987,5448
988,5822
989,6376
990,6164
991,7326
992,6450
993,6044
994,7286
995,5908
996,7512
997,5926
998,5924
999,5894
1000,6294
1001,5694
1002,6036
1003,5906
1004,5896
1005,5892
1006,5908
1007,5694
1008,5922
1009,5796
1010,1988
1011,7742
1012,7934
1013,30684
1014,2036
1015,5808
1016,6032
1017,6202
1018,5822
1019,6246
1020,5862
1021,5862
1022,5852
1023,7634
1024,5900
1025,6126
1026,5916
1027,5646
1028,5604
1029,6882
1030,5972
1031,1782
1032,9880
1033,1796
1034,5706
1035,5676
1036,5466
1037,5686
1038,7192
1039,5968
1040,5980
1041,5980
1042,5674
1043,5862
1044,6168
1045,5646
1046,6318
1047,5660
1048,5856
1049,5984
1050,5880
1051,6340
1052,5866
1053,6222
1054,5840
1055,5858
1056,5842
1057,5874
1058,5664
1059,6048
1060,6314
1061,5880
1062,6244
1063,5882
1064,6632
1065,5880
1066,5662
1067,5870
1068,1972
1069,7662
1070,6456
1071,7574
1072,5952
1073,5964
1074,5696
1075,6072
1076,6342
1077,6172
1078,5876
1079,5904
1080,6246
1081,5878
1082,5634
1083,7256
1084,5872
1085,6086
1086,5836
1087,6076
1088,5896
1089,1956
1090,6884
1091,6194
1092,5882
1093,6386
1094,5658
1095,5870
1096,5846
1097,6242
1098,5860
1099,6356
1100,5864
1101,5664
1102,5872
1103,5872
1104,5886
1105,6390
1106,5894
1107,5842
1108,5842
1109,5836
1110,5880
1111,5880
1112,6246
1113,5892
1114,5620
1115,5870
1116,5856
1117,5862
1118,5884
1119,5860
1120,2126
1121,10340
1122,1776
1123,5702
1124,5488
1125,5722
1126,6004
1127,6208
1128,5848
1129,5860
1130,5854
1131,6722
1132,5850
1133,5880
1134,5832
1135,5882
1136,5650
1137,6206
1138,5890
1139,5860
1140,5862
1141,5856
1142,2108
1143,5680
1144,10086
1145,1800
1146,6080
1147,5428
1148,9922
1149,1792
1150,5722
1151,5646
1152,5680
1153,10072
1154,1832
1155,10184
1156,1786
1157,11202
1158,1800
1159,5472
1160,5642
1161,10250
1162,1786
1163,11154
1164,1776
1165,9734
1166,1782
1167,10156
1168,1784
1169,5466
1170,6068
1171,5668
1172,10116
1173,1794
1174,5712
1175,5682
1176,5866
1177,5868
1178,7606
1179,6180
1180,6230
1181,5884
1182,5626
1183,5988
1184,5888
1185,5880
1186,5974
1187,5872
1188,6428
1189,5878
1190,5640
1191,6268
1192,5888
1193,5644
1194,5878
1195,5880
1196,5892
1197,6246
1198,5878
1199,5874
1200,5870
1201,5868
1202,5890
1203,5868
1204,6208
1205,5912
1206,5856
1207,1974
1208,7142
1209,7892
1210,5696
1211,5964
1212,6080
1213,5644
1214,5868
1215,5952
1216,1980
1217,5852
1218,5816
1219,5996
1220,6200
1221,5628
1222,5594
1223,5912
1224,6902
1225,5636
1226,5914
1227,5916
1228,5858
1229,5864
1230,5860
1231,6954
1232,5880
1233,5896
1234,5872
1235,5844
1236,5896
1237,6098
1238,5858
1239,5866
1240,5858
1241,5884
1242,5646
1243,5896
1244,6882
1245,5882
1246,5858
1247,5638
1248,5858
1249,7422
1250,5886
1251,5902
1252,5890
1253,5650
1254,5864
1255,6224
1256,5880
1257,1976
1258,6098
1259,10838
1260,1798
1261,5674
1262,6096
1263,5672
1264,7606
1265,2108
1266,6058
1267,6492
1268,5470
1269,5708
1270,5664
1271,5692
1272,9748
1273,1788
1274,6076
1275,5668
1276,5660
1277,11554
1278,1778
1279,12058
1280,1764
1281,5704
1282,6106
1283,6086
1284,5558
1285,5872
1286,5874
1287,7576
1288,5872
1289,5608
1290,5892
1291,5862
1292,5832
1293,5650
1294,6272
1295,5880
1296,6712
1297,5926
1298,5848
1299,5620
1300,5606
1301,5886
1302,5666
1303,2108
1304,5494
1305,5472
1306,6072
1307,5698
1308,5712
1309,11314
1310,1776
1311,10182
1312,1778
1313,10302
1314,1792
1315,11160
1316,1778
1317,5716
1318,6322
1319,6360
1320,7270
1321,5656
1322,5850
1323,7232
1324,5866
1325,5850
1326,5880
1327,5626
1328,5864
1329,7926
1330,5856
1331,6266
1332,5880
1333,5602
1334,6426
1335,5618
1336,5910
1337,1956
1338,5838
1339,6186
1340,5898
1341,5894
1342,5872
1343,5856
1344,5890
1345,5854
1346,5692
1347,7234
1348,5860
1349,6308
1350,5668
1351,5876
1352,6212
1353,5856
1354,5880
1355,5876
1356,5860
1357,6222
1358,5638
1359,5868
1360,5896
1361,5888
1362,5646
1363,5874
1364,5874
1365,9188
1366,5876
1367,5872
1368,6286
1369,5910
1370,5858
1371,5864
1372,5886
1373,6240
1374,5856
1375,5868
1376,5624
1377,6104
1378,5864
1379,7256
1380,5856
1381,6240
1382,5898
1383,5878
1384,6374
1385,5628
1386,5850
1387,5862
1388,6414
1389,5878
1390,6230
1391,5900
1392,5886
1393,5858
1394,5908
1395,2192
1396,5950
1397,6500
1398,6164
1399,7348
1400,5648
1401,5902
1402,5868
1403,5650
1404,5866
1405,5886
1406,6246
1407,5864
1408,5854
1409,5870
1410,6210
1411,5878
1412,5886
1413,5874
1414,5904
1415,5656
1416,5856
1417,5882
1418,5862
1419,5680
1420,5880
1421,5866
1422,5880
1423,5888
1424,7254
1425,5880
1426,5880
1427,5856
1428,5862
1429,5666
1430,5870
1431,5872
1432,6860
1433,5868
1434,5958
1435,5902
1436,1998
1437,6964
1438,6496
1439,5972
1440,6764
1441,5964
1442,5694
1443,6182
1444,5888
1445,5644
1446,5880
1447,5892
1448,5914
1449,6932
1450,5654
1451,6874
1452,5880
1453,5860
1454,5652
1455,5920
1456,5876
1457,6142
1458,5894
1459,5866
1460,6082
1461,5906
1462,5882
1463,5862
1464,6370
1465,5880
1466,5906
1467,5882
1468,5896
1469,6246
1470,5860
1471,5862
1472,1948
1473,5762
1474,5880
1475,6160
1476,6436
1477,5668
1478,6244
1479,5860
1480,5888
1481,5858
1482,6238
1483,5648
1484,1976
1485,7136
1486,7492
1487,8766
1488,7736
1489,6004
1490,5906
1491,6170
1492,5860
1493,5630
1494,5864
1495,7632
1496,5890
1497,5630
1498,7280
1499,5922
1500,5886
1501,5854
1502,5872
1503,5846
1504,5898
1505,6846
1506,5896
1507,7210
1508,5892
1509,5884
1510,6076
1511,5882
1512,5904
1513,6648
1514,5848
1515,6208
1516,5894
1517,5866
1518,5648
1519,5924
1520,6948
1521,1976
1522,6272
1523,5702
1524,10208
1525,1788
1526,5672
1527,5980
1528,5846
1529,5640
1530,5838
1531,5890
1532,6214
1533,5880
1534,6214
1535,5606
1536,5956
1537,5874
1538,6720
1539,6228
1540,5864
1541,5896
1542,5886
1543,5666
1544,5862
1545,5882
1546,5648
1547,5890
1548,5854
1549,6354
1550,5674
1551,5924
1552,6040
1553,5636
1554,5852
1555,5894
1556,5872
1557,5642
1558,5838
1559,5854
1560,5878
1561,5874
1562,5874
1563,6906
1564,5894
1565,5900
1566,5876
1567,5638
1568,5884
1569,5856
1570,6024
1571,5880
1572,5872
1573,5876
1574,5900
1575,6928
1576,5882
1577,5880
1578,5616
1579,7248
1580,5882
1581,5862
1582,5640
1583,5900
1584,5594
1585,5898
1586,5860
1587,5858
1588,5670
1589,5858
1590,5880
1591,5860
1592,6012
1593,5898
1594,5660
1595,5878
1596,5908
1597,7854
1598,5874
1599,6392
1600,5880
1601,5882
1602,5896
1603,7822
1604,5648
1605,5624
1606,5894
1607,5898
1608,5884
1609,5634
1610,6242
1611,5854
1612,6114
1613,5882
1614,5896
1615,5848
1616,5888
1617,5874
1618,1982
1619,6324
1620,7020
1621,7530
1622,6718
1623,6132
1624,5988
1625,5936
1626,6138
1627,5984
1628,7278
1629,5866
1630,5850
1631,5880
1632,1976
1633,7312
1634,5834
1635,10988
1636,1800
1637,5736
1638,10144
1639,1790
1640,5704
1641,5686
1642,5764
1643,5844
1644,6174
1645,5638
1646,1968
1647,5980
1648,5994
1649,6526
1650,5692
1651,5980
1652,6156
1653,6198
1654,5636
1655,5874
1656,5876
1657,5862
1658,5652
1659,5634
1660,5922
1661,5860
1662,6276
1663,5870
1664,5842
1665,6176
1666,5870
1667,5866
1668,5878
1669,6254
1670,5658
1671,6138
1672,5868
1673,5878
1674,5886
1675,5858
1676,5618
1677,6230
1678,5862
1679,5886
1680,6180
1681,5890
1682,5920
1683,5890
1684,5866
1685,5880
1686,5868
1687,6892
1688,5618
1689,5882
1690,7634
1691,5924
1692,6274
1693,5860
1694,5890
1695,5854
1696,6220
1697,5848
1698,5888
1699,8046
1700,5662
1701,5870
1702,6264
1703,5894
1704,5666
1705,6142
1706,5866
1707,5610
1708,5600
1709,5876
1710,6336
1711,5880
1712,5886
1713,5866
1714,5648
1715,6028
1716,5866
1717,6272
1718,5616
1719,6374
1720,1972
1721,5820
1722,5682
1723,6162
1724,5882
1725,5894
1726,7488
1727,5884
1728,7244
1729,5880
1730,5908
1731,8862
1732,5876
1733,5582
1734,6316
1735,5870
1736,6246
1737,5626
1738,5876
1739,5850
1740,5844
1741,5884
1742,5652
1743,6310
1744,5662
1745,5902
1746,6236
1747,5896
1748,6316
1749,5890
1750,5850
1751,5896
1752,5864
1753,6248
1754,5878
1755,5876
1756,5658
1757,5892
1758,5852
1759,5866
1760,5880
1761,5646
1762,6222
1763,5874
1764,6236
1765,5680
1766,6246
1767,5886
1768,5888
1769,5678
1770,5664
1771,7254
1772,5860
1773,6260
1774,5638
1775,5890
1776,6118
1777,5880
1778,7430
1779,5880
1780,6362
1781,1766
1782,5700
1783,8116
1784,5754
1785,5992
1786,5884
1787,6210
1788,5924
1789,5646
1790,5900
1791,5864
1792,5646
1793,5882
1794,5804
1795,5876
1796,6396
1797,5882
1798,5920
1799,2002
1800,6732
1801,7544
1802,5510
1803,6140
1804,5632
1805,5892
1806,6064
1807,5906
1808,6048
1809,5904
1810,6904
1811,5682
1812,5888
1813,7452
1814,5882
1815,6160
1816,5904
1817,5888
1818,5650
1819,5894
1820,6236
1821,5882
1822,2054
1823,6748
1824,5970
1825,5980
1826,5874
1827,6002
1828,1994
1829,6202
1830,6450
1831,7570
1832,6728
1833,7360
1834,5680
1835,5952
1836,6374
1837,5856
1838,5862
1839,6404
1840,5640
1841,5848
1842,1976
1843,5996
1844,5984
1845,5920
1846,6238
1847,5872
1848,6220
1849,5880
1850,7264
1851,5896
1852,5890
1853,5882
1854,6424
1855,5894
1856,7632
1857,5850
1858,5624
1859,6346
1860,5910
1861,5868
1862,7276
1863,5650
1864,5860
1865,6112
1866,5884
1867,5862
1868,5856
1869,5894
1870,8864
1871,5896
1872,5902
1873,5648
1874,7474
1875,5880
1876,5862
1877,6108
1878,5894
1879,5890
1880,5864
1881,6224
1882,5862
1883,6202
1884,5636
1885,5898
1886,5862
1887,5860
1888,5836
1889,5852
1890,5632
1891,5854
1892,5890
1893,6232
1894,5896
1895,6426
1896,5874
1897,6128
1898,5660
1899,5862
1900,5884
1901,6220
1902,5884
1903,5632
1904,5876
1905,5884
1906,6880
1907,5662
1908,5896
1909,5856
1910,5664
1911,6278
1912,5654
1913,5626
1914,5916
1915,5670
1916,5876
1917,5868
1918,6210
1919,5870
1920,5868
1921,5640
1922,5866
1923,5872
1924,7842
1925,5876
1926,1958
1927,6646
1928,7706
1929,5980
1930,5704
1931,6030
1932,5626
1933,5626
1934,5866
1935,5880
1936,5872
1937,6244
1938,5874
1939,6158
1940,5880
1941,5856
1942,6886
1943,5844
1944,5636
1945,5602
1946,5868
1947,5882
1948,6892
1949,5852
1950,5880
1951,6212
1952,5848
1953,5860
1954,5872
1955,5848
1956,5874
1957,7672
1958,5902
1959,5648
1960,5880
1961,6224
1962,5852
1963,5846
1964,5638
1965,2132
1966,5658
1967,10454
1968,1778
1969,9908
1970,1826
1971,5650
1972,9916
1973,1782
1974,6626
1975,5870
1976,5874
1977,2116
1978,10034
1979,6876
1980,1946
1981,9902
1982,1780
1983,5720
1984,10120
1985,1826
1986,5978
1987,6262
1988,5864
1989,6888
1990,5884
1991,5678
1992,5898
1993,5878
1994,6242
1995,5892
1996,40010
1997,2020
1998,7364
1999,7210
2000,7930
2001,5992
2002,5686
2003,6192
2004,5908
2005,5694
2006,5948
2007,7710
2008,5918
2009,6384
2010,5898
2011,5908
2012,7624
2013,5900
2014,5908
2015,6420
2016,5932
2017,5926
2018,5702
2019,6398
2020,5904
2021,2002
2022,5974
2023,6230
2024,5950
2025,6262
2026,5928
2027,5906
2028,5918
2029,5684
2030,5908
2031,5922
2032,5894
2033,5908
2034,5908
2035,7710
2036,5696
2037,5700
2038,5920
2039,6884
2040,5912
2041,5666
2042,5856
2043,5922
2044,5856
2045,5946
2046,5940
2047,5918
2048,5912
2049,5872
2050,5658
2051,5934
2052,5624
2053,5876
2054,5898
2055,5880
2056,6740
2057,5934
2058,7472
2059,5940
2060,7566
2061,5908
2062,5926
2063,5694
2064,5974
2065,7642
2066,5932
2067,5908
2068,5902
2069,7814
2070,5698
2071,6328
2072,5902
2073,6254
2074,5912
2075,5914
2076,5874
2077,5904
2078,5912
2079,5908
2080,5904
2081,6044
2082,5870
2083,6152
2084,5692
2085,5876
2086,5650
2087,5876
2088,6016
2089,6406
2090,5936
2091,5900
2092,2010
2093,7990
2094,8560
2095,5758
2096,6822
2097,6006
2098,5878
2099,6218
2100,5948
2101,2190
2102,6636
2103,5222
2104,11186
2105,1810
2106,5918
2107,6000
2108,6026
2109,5912
2110,7850
2111,5694
2112,6032
2113,5648
2114,5872
2115,5666
2116,5870
2117,5918
2118,7684
2119,5896
2120,5800
2121,6230
2122,5894
2123,6254
2124,5908
2125,5912
2126,5904
2127,5912
2128,5974
2129,5692
2130,5888
2131,5950
2132,6268
2133,5926
2134,6082
2135,5880
2136,5908
2137,5670
2138,5918
2139,5894
2140,5904
2141,6364
2142,5918
2143,5908
2144,7932
2145,5908
2146,5684
2147,6510
2148,5628
2149,5876
2150,5656
2151,5934
2152,1998
2153,10182
2154,2016
2155,7334
2156,7360
2157,5842
2158,6174
2159,5820
2160,5914
2161,5898
2162,5932
2163,6244
2164,5664
2165,5890
2166,5694
2167,5706
2168,5898
2169,2002
2170,6202
2171,6412
2172,6172
2173,6058
2174,2002
2175,6248
2176,6100
2177,5950
2178,6240
2179,5906
2180,5896
2181,5674
2182,5692
2183,7682
2184,5904
2185,5702
2186,5698
2187,2006
2188,7220
2189,6002
2190,6188
2191,5880
2192,6130
2193,5666
2194,5926
2195,5884
2196,6036
2197,5934
2198,6688
2199,5894
2200,5932
2201,7484
2202,5880
2203,5890
2204,5664
2205,5914
2206,1998
2207,10648
2208,6226
2209,3060
2210,5842
2211,10412
2212,6108
2213,1844
2214,9870
2215,1848
2216,5692
2217,11018
2218,1808
2219,5696
2220,10334
2221,1960
2222,6052
2223,5908
2224,2132
2225,11092
2226,1848
2227,5690
2228,5694
2229,6230
2230,5734
2231,9926
2232,1816
2233,5498
2234,6020
2235,5992
2236,6182
2237,6044
2238,5908
2239,5950
2240,5876
2241,6258
2242,5888
2243,6180
2244,5908
2245,5908
2246,5660
2247,5908
2248,5904
2249,5684
2250,5872
2251,2052
2252,6904
2253,7348
2254,6568
2255,5976
2256,5974
2257,6842
2258,5698
2259,6192
2260,5974
2261,5946
2262,6370
2263,5670
2264,2000
2265,7314
2266,5704
2267,6192
2268,6560
2269,5894
2270,5914
2271,6240
2272,5894
2273,6392
2274,5944
2275,5918
2276,5764
2277,5878
2278,5924
2279,5926
2280,6212
2281,5908
2282,7302
2283,2016
2284,6244
2285,6282
2286,6030
2287,5904
2288,6228
2289,5880
2290,5646
2291,5894
2292,5908
2293,5886
2294,5890
2295,5948
2296,7294
2297,5922
2298,5912
2299,2066
2300,7590
2301,5992
2302,5748
2303,6016
2304,6220
2305,6082
2306,5642
2307,5710
2308,2016
2309,6370
2310,6188
2311,2792
2312,7036
2313,7342
2314,5694
2315,6020
2316,6338
2317,5792
2318,6290
2319,6192
2320,6192
2321,3128
2322,6004
2323,6358
2324,6578
2325,6328
2326,5900
2327,5902
2328,5980
2329,2030
2330,5622
2331,6202
2332,5950
2333,7494
2334,5662
2335,5902
2336,5656
2337,5896
2338,5950
2339,5922
2340,5916
2341,2002
2342,5858
2343,6452
2344,6572
2345,5860
2346,5628
2347,6246
2348,6914
2349,5648
2350,6052
2351,6044
2352,5674
2353,5900
2354,5894
2355,5652
2356,5856
2357,5886
2358,6462
2359,5858
2360,5982
2361,6332
2362,5930
2363,6012
2364,5810
2365,1992
2366,5992
2367,2300
2368,10500
2369,2320
2370,5950
2371,7088
2372,6216
2373,7042
2374,6376
2375,5908
2376,7826
2377,5934
2378,5926
2379,5692
2380,6026
2381,5656
2382,5902
2383,7688
2384,5908
2385,6228
2386,5884
2387,5914
2388,5692
2389,5918
2390,7102
2391,5886
2392,6892
2393,5916
2394,5916
2395,5956
2396,5860
2397,5900
2398,6310
2399,5894
2400,6420
2401,5704
2402,7448
2403,5916
2404,6176
2405,5692
2406,6016
2407,5904
2408,5698
2409,6014
2410,30672
2411,5886
2412,5866
2413,5618
2414,5868
2415,5862
2416,7486
2417,5896
2418,5916
2419,5892
2420,5658
2421,5874
2422,5868
2423,5860
2424,7634
2425,5668
2426,5874
2427,5648
2428,5888
2429,5900
2430,1992
2431,6332
2432,6200
2433,6502
2434,5658
2435,6144
2436,7622
2437,5856
2438,5864
2439,6670
2440,5926
2441,5920
2442,6298
2443,5630
2444,5624
2445,5858
2446,5834
2447,5866
2448,5854
2449,5864
2450,5676
2451,5880
2452,5906
2453,5688
2454,5864
2455,5860
2456,6268
2457,5856
2458,1988
2459,6418
2460,5680
2461,9854
2462,1780
2463,5704
2464,6330
2465,6112
2466,6294
2467,5634
2468,5858
2469,6202
2470,5880
2471,6104
2472,5878
2473,5876
2474,5648
2475,7816
2476,5860
2477,6202
2478,5882
2479,5830
2480,7210
2481,5852
2482,7008
2483,5912
2484,7066
2485,5616
2486,5880
2487,5852
2488,2110
2489,5658
2490,6044
2491,5994
2492,5898
2493,6198
2494,5886
2495,5890
2496,5850
2497,6714
